"id","name","country","legalForm","status","address","agentRepresentation","alephUrl","authoredAssessments","ownershipOwner","bankAccounts","bvdId","callsMade","callsReceived","classification","agencyClient","contractAwardSupplier","contractAuthority","mainCountry","courtCase","debtCreditor","economicActivityDeclarant","economicActivityHolder","dunsCode","debtDebtor","description","directorshipOrganization","directorshipDirector","dissolutionDate","mentionedBy","documentedBy","email","emailsReceived","emailsSent","eventsInvolved","economicActivitySender","economicActivityReceiver","icijId","idNumber","innCode","incorporationDate","indexText","jurisdiction","keywords","unknownLinkFrom","unknownLinkTo","membershipOrganization","membershipMember","messagesReceived","messagesSent","modifiedAt","notes","okpoCode","opencorporatesUrl","eventsOrganized","alias","parent","passport","paymentPayer","paymentBeneficiary","phone","predecessors","previousName","program","publisher","publisherUrl","registrationNumber","retrievedAt","swiftBic","sameAs","sanctionEntity","sector","proof","sourceUrl","subsidiaries","successors","summary","taxNumber","taxRolls","taxStatus","topics","userAccounts","vatCode","operatedVehicles","ownedVehicles","weakAlias","website","wikidataId","wikipediaUrl"
"01254806c34ace4056f56bb1820571497ed1f0d6","""Arbeitsgemeinschaft Katholischer Verbände Salzburgs""(AKVS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"018b09d73b0ad4dade2b65887b6a625d2a1d3222","Verein der Freundinnen der ""Frau und Politik""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"019e4aca6c1d234dae3cabaf49bf3891f3186fc7","Donaukanaltreiben -Verein zur Förderung des Kultur-und Freizeitangebotes am Donaukanal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"01ac5f57088c2dfe825acb86d29ab6802333d797","Vereinigung Österreichischer Ärztinnen und Ärzte, Landesgruppe Wien (VÖA- Landesgruppe)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://vereinigung.at/","",""
"01f8f93ca3ecd27789a14916ce87cbaceceef2e7","Sozial- und Gesundheitssprengel Imst und Umgebung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.sozialsprengel-imst.at/","",""
"022a683f61619f89fef636997001f23c2f25ebcf","Verein zur Forschungsförderung der Krebshilfe Oberösterreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.krebshilfe-ooe.at/","",""
"025eb20a0e950e0f2aadfb4e0ae0ad769dd0d1ae","Landentwicklung Steiermark","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"027c8ae917e5c75dd9b68aef8b91e192c1afeac6","Dorfgemeinschaft Bodensdorf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02b38769600a5191e72a268c8f0bc59e6f972ef5","Energieagentur der Regionen (RENA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://kunden.wvnet.at/energieagentur/","",""
"02eb5c4af5eb2903da69d08266b8387dbf21333b","ÖSTERREICHISCHER SCHWIMMVERBAND (OSV)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.osv.or.at/","",""
"031862baee22afadd7063ed8dd9878ced5afc18a","Tiroler Plattform für Alleinerziehende","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.alleinerziehende-tirol.net/","",""
"031d9602fb543292670172e0f452faaf840f6e74","Freunde des Nationalpark Kalkalpen und seiner Region","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"032f4edc3242184640abd10672798fc843e2bccb","Österreichische Kinderfreunde (Landesorganisation Niederösterreich)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.noe.kinderfreunde.at/Bundeslaender/Niederoesterreich","",""
"03358933e7200c3b6045057d626d05164caac446","ELTERNVEREIN an der Ganztagsvolksschule, Reichsapfelgasse 30, 1150 Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"037893d8e01e055e609b2ac843d10405dadc48dd","Verein zur Sanierung der Kapellen des Kalvarienberges Arzl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"03d46706e15415f1dca6cc1acc1ad2cd170c65c4","Österreichische Kinderfreunde - Bezirksorganisation BRIGITTENAU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://wien.kinderfreunde.at/Bundeslaender/Wien/20/Brigittenau","",""
"040cb5f1e8976e9ed885829f30c38356bc2ca3a4","Sportgemeinschaft Tigring","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"041242d2307f86d3cc83bdd2fbcb1452a253c005","Kulturverein Lebenswertes Floridsdorf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"04404d66c42ea49be8e9ade1ee18c412bc4fa3f6","Landesskiverband Kärnten ""LSVK""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.skiverband-kaernten.at/","",""
"045dad5630b5a449dc06d4ca74814839944a8ac1","Schützengesellschaft Marchtrenk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.sport-marchtrenk.at/schuetzengesellschaft-marchtrenk/","",""
"047e5a792a155da4d432baf9b1bf3e220730ead1","Hüttschlager Herreiter und Klöcker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0491886e31403320d066f613aeea741d926d8d2d","management club Niederösterreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.managementclub.at/","",""
"04e2d2e85a6bf5049ce42ec0a7fddf9a4d348d91","Bund der Steuerzahler, abgekürzt ""BdSt""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.steuerzahler.at/","",""
"04f4b830760452977062f69852491908ead0d36c","Vorarlberger Mittelschülercartellverband (VMCV)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.vmcv.at/","",""
"0524146abf18d7a5fd4bb05aabe5c3584b535afe","Wiens Favoriten - Einkaufen nebenan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.wiens-favoriten.at/","",""
"0532528fc779c5e15db958274f9835fd0aa5674a","Wiener Hilfswerk (kurz: WHW)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.hilfswerk.at/wien/","",""
"054c2264f8bda8e0980632237ec8a179f452464f","Österreichisch-Italienische Gesellschaft, Gesellschaft zur Pflege der politischen, kulturellen,wirtschaftlichen und menschlichen Beziehungen zwischen Österreich und Italien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05547864f82c9e4c29edcdc5fe58b45057953343","Selbsthilfe Vorarlberg Service- und Kontaktstelle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://selbsthilfe-vorarlberg.at/","",""
"0574429ceead5e79d9395b08b7750a5d82a46f6c","Förderverein der Volkshochschule Donaustadt - Donau VHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"058165fff61fe88dcf6d00b1bae3471b98c7cf55","Verein zur Förderung fortschrittlicher Politik","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"058f7e8b2cfefcb681709734ebf9a411569de512","Elternverein der VS - Attersee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"05b27a3f8f73fce09dbcfa8f60d8d4f7cb6740de","Regionalentwicklung Außerfern - REA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.allesausserfern.at/","",""
"05d084aa0a5c44d56226e790f04541b7ec7cd3eb","Österreichische Unternehmerakademie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"066d6d9d4d33e890b8773b84789006dbebf29fc1","Landwirtschaftlicher Schulverein des Landes Salzburg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"067a8f1e2c1bfd28e0eb9e665c6fc7a5cf423590","Österreichische Energieagentur - Austrian Energy Agency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.energyagency.at/","",""
"06a5d464acbaf0beef4edc55eda27ba37e16a553","Volkshochschule Mödling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.vhs-moedling.at/asp/default.asp","",""
"06a80d8a3c036ee1e7e099e8421adb2ae9395309","Volkshilfe Bezirksverein Freistadt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"06ec061dee811c2bfbdd4cdb5bce5f975034e0dd","Crazy Chicken","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.facebook.com/crazy.chicken.at/","",""
"0707f35be7582809db4d46648554238fe210cca4","Anliegen für Österreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.mein-anliegen.at/","",""
"0745f9b739d76526fab2dd829283d03bd9ee1ad7","Plattform CHRISTDEMOKRATIE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://christdemokratie.at/","",""
"07562c6ab8778251cd5ddfc1708bafd83714e43b","Kompetenzzentrum Sicheres Österreich (KSÖ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0769dd77e767c6892000e42ed5ef09db3c123408","RED BIKER - Sozialdemokratischer Motorradclub","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.redbiker.at/","",""
"077872e3a42ffdc7c1be585c336cfb48ce244d60","Österreichischen Milizverband Salzburg (ÖMS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"078b23766f578988a6f8dd7e81df851605168869","Charly & Frances - Verein für Studierende","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://unistore.uni-graz.at/de/charly-frances/","",""
"078b8b7b84089ca5a7cb30c93b8b28320898a885","Österreichischer Gewerbeverein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.gewerbeverein.at/","",""
"07a5e3311fe38ec04292c1a5e5520236bb44d3dd","Pendlerforum Burgenland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"07ad0bd2765d037484704406603b1b084d3b31a7","Nightline Murtal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://nightlinemurtal.wordpress.com/","",""
"07cd70cd9c05bbfac266be3af804c6230e4b6ff9","Sooo gut schmeckt die Bucklige Welt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.buckligewelt.at/system/web/default.aspx","",""
"07e6a77bd1781927a1d9d46588eb8981fe723afb","I love Graz - Verein zur Förderung des Grazbewusstseins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"081e78a6bf95ead3933d4194d5cd1e4b740e5949","FK Austria Wien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.fk-austria.at/","",""
"082e3d8cbe7cb5e96c77b80a976d617fb4e0f1f1","Kultur- und Sportverein Fräuleinwunder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"083898f8559717e2b6fe89a0071389376fab5560","Gesellschaft österreichischer Kinderdörfer in Niederösterreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08a158202f51c18c74bbfadbf95d0b6516cd7ae7","""Kulturinitiative Wiener Angestellte"", gemeinnütziger Verein","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"08e88eb27702187d415c59cf2c4c73bb4a3e7f8a","VEREIN ESSEN AUF RÄDERN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://pflege.fsw.at/pflege-zu-hause/essen_auf_raedern.html","",""
"0938a66e4f8efe8be9a822bf4fcd698229925eee","Sportverein Zams","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.sv-zams.at/","",""
"093ab5be2072adcf25371fd871eb322572248ea7","Leader Region Nationalpark Oö. Kalkalpen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.leader-kalkalpen.at/","",""
"093f7dd878f417d18c5cad5515575fc721aa62c1","Waldwirtschaftsgemeinschaft Bernsteiner Hügelland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"09685804433dcfddca990f80512e9fd8e16752ea","Österreichische Gesellschaft für Kulturgüterschutz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://kulturgueterschutz.wordpress.com/oesterreichische-gesellschaft-fuer-kulturgueterschutz-oegks/","",""
"097b48257d027d2e94e5a827671270fb3fee97f2","Österreichisches Olympisches Comité","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.oeoc.at/","",""
"098a52cd297b32fb4063556e05226c6cd0a01c27","Österreichisches Rotes Kreuz, Landesverband Niederösterreich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.roteskreuz.at/niederoesterreich/","",""
"09958ed86f64121416e44b97e7d1af290c5960f4","REGIOnalplanungsgemeinschaft Bregenzerwald","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.regiobregenzerwald.at/","",""
"09a1242d985c856b8ebea97bb3732e2e68668928","Technisch-gewerbliche Lehranstalt Lienz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://htl-lienz.tsn.at/htl/downloads/","",""
"09da33ab3a18dadedb431b870f70a4320a98da19","Frauenbetreuungs- und Frauenservicestellen BABSI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.babsi-frauenberatungsstelle.at/","",""
"09e014cee1f860046b144eaac3775e0424f601cd","Frauenhaus Mühlviertel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"09e3fee8ab4d942d37afc1bf2e396da4594ea558","Lehar Festival Bad Ischl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0a1d9d827289071855587824329cce1d0c5cf167","Verband der öffentlichen Wirtschaft und Gemeinwirtschaft Österreichs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.voewg.at/","",""
"0a5a6f0394f231f187f2ae0c576d104e491c4d65","Verein zur Förderung von Kultur, Tourismus und Wirtschaft in Eisenstadt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ad7f020ca20024634806f2008fbaf7fee888520","Naturfreunde Österreich, Ortsgruppe Hallstatt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.naturfreunde.at/","",""
"0ae83bf94689cfae24299cc3fcf9a634b62a61f0","Landtag Salzburg","at","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.salzburg.gv.at/","",""
"0af9f261c39f3814312d1045efd9b271c210d042","Gesellschaft für politisch-strategische Studien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.strateg.at/","",""
"0b0f5094eb6ef1e3c68f4bb212f0257be7d9c948","Kuratorium für die Umfassende Landesverteidigung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://www.kulv.at/","",""
"0b2e0703d2e582c702e045bee3377a459afed58b","Regionalmarketing für Bad Tatzmannsdorf und das Südburgenland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0b3fa273b49fc7190813ed47b916d80985e4fccb","Verein zur Förderung der Infrastruktur der Gemeinde Freinberg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0bd15db6020381059ca78d490a854dc755c324fd","KEM (Klima- & Energiemodellregion) Südkärnten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0bf496b6529251eefa62f68e6f2b270898e973d5","Film*Art Institut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.film-art.institute/","",""
"0c2733cbc38656da9e31791202088c1f7b360847","Zukunftsregion - Wiener Neustadt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0c305cb4abcea8a87ced0912a3b9bc8fc0f19223","Verein Innsbrucker Freundeskreis Ursulinen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","http://www.ursulinen.tsn.at/topmenu/freundeskreis/","",""
