"id",":TYPE",":START_ID",":END_ID","role","endDate","startDate","alephUrl","date","description","modifiedAt","publisher","publisherUrl","recordId","retrievedAt","sourceUrl","status","summary"
"006bb89e375bbcc5fff09e3629ee1e265c6cfd07","MEMBERSHIP","entity:44377c12a680c9a61542b30e9893d162af374b93","entity:17ae1f686cf23d969d893805c32778939887e8b0","","2013-10-28","2006-10-30","","","Abgeordneter zum Nationalrat","","","","","","","",""
"007c831da5ba53e19fe20b909a1de917b7bc1510","MEMBERSHIP","entity:461bfa33cdad48d90b1e73b1588f990125412dee","entity:9c3822f649a0f7d272ac89b8ef9b45e3187c6c84","","","","","","Vorstand - Mitglied“Fraktionsvertreterin Die Grünen”Scheint im Vereinsregister nicht auf.","","","","","","","",""
"008a3e3d406dccd6f06d2c166c9f02cd42df657f","MEMBERSHIP","entity:ed3ae52be5b854edd6a9ae0df1584ab0dba732fd","entity:1535924c3adf9789c95da78ede4405b4ec47a746","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/axel.melchior","",""
"00a1443dcbb5965faa2de566808f26b35bea80df","MEMBERSHIP","entity:d2c92666015e68cfeeaccaec6c53594e3c3325cb","entity:da4e52dc65920fc9d4af01a76a3cf9d0d8d64b1e","","","2021-01-13","","","Mitglied des Aufsichtsrates [425170a]","","","","","","","",""
"00ada86e835ee319e738675c9bae7657eec1a201","MEMBERSHIP","entity:76c66e108650da04ca49cb2e42301a4977607b14","entity:feb8a19e2f0f5e3e4f4c814a738e6ebcb05e70e1","","2020-03-05","2012-11-29","","","VORSITZENDE/R","","","","","","","",""
"00b5646d4823bc55b5db7ee678ce4ada8186282e","MEMBERSHIP","entity:faca8d6782c321a7816286f08a65c7d590d9bf45","entity:bd00bfc685beb4aaa67bf6b2401338f7e67b6d4e","","","2011-09-22","","","Obmann","","","","","","","",""
"00c952b1ad1b9664b5204112ad7e1297cc767ba3","MEMBERSHIP","entity:146f90b73e9065517d04d00c460ccd8f554406bf","entity:b3a8407682270a34f656c693a9f73830ea1616d7","","","","","","Obfrau","","","","","","","",""
"00e842657743f082e8d74241e157a10b1c881950","MEMBERSHIP","entity:613469988553811f0a507d6e0f8eb633f94ed31d","entity:f8a6d8b254c07d67b9e4ba6d701a29eb110dc716","","","2016-03-11","","","Präsidentin","","","","","","","",""
"00ea301a0fdda2a3b5c25d358cb7f4800153c60f","MEMBERSHIP","entity:72432142488e93de4928a2b31edef265180f3167","entity:d6613f6ca9f31011550b4ca51deb26d3f7711db8","","2020-09-01","2018-12-13","","","Kassier","","","","","","","",""
"0107565d085e45a2b1f31efac36819626b8e76ad","MEMBERSHIP","entity:171cb1614578cfdfd3758dfd965eae133b0cc6be","entity:78e9ecf39cb082d52d8c6faf7a67818ea6d5f5e3","","","2017-11-11","","","Stellvertreter des Vorsitzenden [480334z]","","","","","","","",""
"0107deb97aa6cd4fb29583e8286a8f1c2b76c18d","MEMBERSHIP","entity:f2faf453cb73009a1929b1cf554b01d3395f7c61","entity:0ea6c585df54cc3786c31fed825b2520080a2bfc","","","2013-11-18","","","Abgeordnete zum Wiener Landtag und Gemeinderat","","","","","","","",""
"0117e4c3975cc2f034138c270c733092f9e7d423","MEMBERSHIP","entity:46a2c7bd8bbe0a940edd7889973c3e504a681a33","entity:d0d1b04a7966077fe835e7266a261869bac06b7c","","2011-11-04","2011-08-02","","","Mitglied des Aufsichtsrates [244180p]","","","","","","","",""
"0118aabd45573881de269ef30d12b281fcd2b770","MEMBERSHIP","entity:8dc443c2c4144418dbb5f7ef06e6ac9f39d0255e","entity:0ea6c585df54cc3786c31fed825b2520080a2bfc","","","2015-11-24","","","Abgeordneter zum Wiener Landtag und Gemeinderat","","","","","","","",""
"01218447f927b0770b619fd926ba902210a6aae4","MEMBERSHIP","entity:4cc819c820b9ce154c5c01d0f0ff71481c249aa5","entity:ae8c37687195f681e6c085f2c0b17b9f43043556","","2009-11-18","2003-06-26","","","Stellvertetendes Mitglied des Aufsichtsrates [154148p]","","","","","","","",""
"013b2600c4b8dd7cf42102c3c7c46776f176dfcc","MEMBERSHIP","entity:789e682cddc9d5b9fc755dfe08e2b31ca2c214cd","entity:40284c9ac39ef767c367f7cd4ed738fb92fbce14","","","","","","Kuratorium - MitgliedNicht im Vereinsregister eingetragen.","","","","","","","",""
"013e8ce4e157fd99f71fa089210919b1b66d1395","MEMBERSHIP","entity:1242f5504de90bfad1ec9ed2fb563dd89131f06a","entity:da33ccfcaec67109f15adafdcea8c023cfd45e92","","","","","","GründerIn","","","","","","","",""
"01434b0d5f5acba4b5e45c416089c682deec2710","MEMBERSHIP","entity:5c380cf78fa508b1bc8200a79d4126282f7df505","entity:a55e3630cffdb3a22af57aa45eda157649086203","","2012-06-05","2010-07-22","","","Mitglied des Aufsichtsrates [314272s]","","","","","","","",""
"0156af7b2edcd00f5dfe959bf6286dafbf29952c","MEMBERSHIP","entity:c3b9090a682ede0cb28fa289773906a6cc085936","entity:bd844f5237fb2f7f260259192ff956d5f089594f","","","2016-06-30","","","Vizepräsidentin","","","","","","","",""
"015a84dfb754a000d443518307bc0dc9b24aeb25","MEMBERSHIP","entity:99fda4a8b429d70c2e343dd474842654081ddd8e","entity:0efd8950fe8f40e33e82f2d32d5b14e6102cdb3c","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/heidi.strauss","",""
"0167fdcef2fc1b9a11e66ab5f3f1fb3c9f7cabf3","MEMBERSHIP","entity:12483fc19a9fc067bd2afe034f528b06556a8f3a","entity:bab05416bce313661a77290d64d2ce20b6250897","","2017-12-18","2016-04-21","","","Bundesminister für Inneres","","","","","","","",""
"01797732cccb1e2bf39c3a606abd290e1b496700","MEMBERSHIP","entity:181d829859d6662bfe488d0d401bb0a9a057138a","entity:1c7e4fd2e39062bd8814cb576334ed2edf1c874b","","","2022-04-21","","","Mitglied des Aufsichtsrates [426691m]","","","","","","","",""
"01810da3a43e2cb1b9320459e1c555eea8ecc5fc","MEMBERSHIP","entity:8e110a4af03597e8c6fc0135eb686be4e6204386","entity:5f8e99dffb4198886fd1eca2fb801c531c92425c","","2014-04-09","2014-04-02","","","Mitglied des Aufsichtsrates [314976a]","","","","","","","",""
"0188a40b5b9082c4219cd4e4cab0408eb6dd4079","MEMBERSHIP","entity:989089c3861f38a58b2cd06f2809d1827e7859df","entity:f8132f9ddf02a6dd0d47e52c40466e74c26d02c3","","2013-10-18","2013-03-26","","","Mitglied des Aufsichtsrates [319223x]Firma gelöscht.","","","","","","","",""
"018b18374576eb10921e3104efbddaca71fffc17","MEMBERSHIP","entity:8b16cee44dfb34aef85ed8b2821deebd8f0cf74f","entity:4f31ecff3c51c3c0617985d3d62d8f74d0fb5f04","","","","","","Obfrau-Stv.","","","","","","","",""
"019253612fdeec82090036b9478e7274a31467ea","MEMBERSHIP","entity:1a3bfcc7e4cfa80c53cd5126a9b3cf20d72e0177","entity:8079c5a7bac0eaa46d3bc57b0eb96acbd5166db8","","","2019-07-01","","","Volksanwalt","","","","","","","",""
"0194ae5434a0d9ede124b08385bec070bb0d230c","MEMBERSHIP","entity:627a43bfb5774ee9c591002418c25d216480d839","entity:17ae1f686cf23d969d893805c32778939887e8b0","","","2006-10-30","","","Abgeordneter zum Nationalrat","","","","","","","",""
"019d58fa19efbe1de6766eafba54fa08acc57827","MEMBERSHIP","entity:4a3dfc7f0b410105133792e04fb96f206897bd74","entity:ccb23a8a4336b116c37b8b1ac00b9d39a805a9bc","","","2006-11-16","","","Mitglied des Bundesrates","","","","","","","",""
"01a6835d37f727cb438c0bd6fef6f803f933ea29","MEMBERSHIP","entity:e6230a94872ee37882335eb4f965e257a81d69d4","entity:0f47a6bd45ca11ebbf78019379411867ac1a4db9","","","2019-01-22","","","Stellvertreter des Aufsichtsratsvorsitzenden [075705g]","","","","","","","",""
"01ad4ef1eab4487f229bb2658f293509e149ce2c","MEMBERSHIP","entity:4cc819c820b9ce154c5c01d0f0ff71481c249aa5","entity:227884a814e885c783dacfbd013a76fce1d37c73","","2018-02-22","2007-05-25","","","Mitglied des Aufsichtsrates [247642f] 16.04.2008-27.08.2010: 3. Stellvertreter des Vorsitzenden 27.08.2010-20.07.2012: 1. Stellvertreter des Vorsitzenden ab 20.07.2012: 2. Stellvertreter des Vorsitzenden","","","","","","","",""
"01b63a7ba396e18fa5bb0170f90e12b77f11ba9d","MEMBERSHIP","entity:35472f01a3d008910ddf99abc83bbc55c513d55e","entity:527758d79e586e693064a285408d12714e231e51","","","","","","Obmann Stellvertreter","","","","","","","",""
"01c7e1b9c4edef077231f61e7bb9cb528fee4c22","MEMBERSHIP","entity:e7c8df42d1a85caa06ecfe14c480a9ebf7432a26","entity:0ea6c585df54cc3786c31fed825b2520080a2bfc","","","2015-11-24","","","Abgeordnete zum Wiener Landtag und Gemeinderat","","","","","","","",""
"01d0e9ca54792d17bbfd4c36564673b388bf68fc","MEMBERSHIP","entity:3c9ae68e70f95ea68c6bbe2a3929999e42279eb3","entity:632fd15932f6e8189e5ee3fc769e85b29a97c6b1","","","","","","Obfrau StellvertreterBis 2009: Vorsitzender Stellvertreter","","","","","","","",""
"01d2f9d61f7f13c8322ebb8e5e5bad9f08e330b1","MEMBERSHIP","entity:925ffab423a60f9d5fa86ceb1c9505946ba8fb84","entity:eb268ad43da9df993ef2723488a7425bb8a214f0","","","2008-09-24","","","Schriftführer-Stv.","","","","","","","",""
"01d53e5daddc2ae9fd7d2c6d2ad72ff0277f0733","MEMBERSHIP","entity:741e7efc6650e1912afedbc85f6390a64cbd6238","entity:0efd8950fe8f40e33e82f2d32d5b14e6102cdb3c","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/bernadette.kerschler","",""
"01da03922ebd9c6ccb66a5c353444e36e7c3cb7f","MEMBERSHIP","entity:377ac34c95ba5099a757cd51555aa3f618dca1b9","entity:4ebc6f6684788859620f9f799e9935e046b5f55f","","2022-01-01","2021-08-12","","","Vorsitzende Stellvertreterin","","","","","","","",""
"01dcdacc1a77e92bacebcb441d4a4a6f48706bc0","MEMBERSHIP","entity:b803a988551f9b89d35aede771c4ae7485ac001a","entity:0f790f6f84d6604c8e271ef8cf3a201c4fce7936","","2021-02-16","2012-01-19","","","Schriftführerin","","","","","","","",""
"01de6c5061a37672b65d41989d44bfe6fa7efa78","MEMBERSHIP","entity:46099d83abb20661300206e609338ebeffb2251f","entity:1535924c3adf9789c95da78ede4405b4ec47a746","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/hermann.kuenz","",""
"01ffb79220d47b1d5f6d5706bdc5f4c4095a21de","MEMBERSHIP","entity:fa55b21e7ae70a18e3f2fc4c597c00a1ac010c0c","entity:0ea6c585df54cc3786c31fed825b2520080a2bfc","","","2020-11-24","","","Abgeordnete zum Wiener Landtag und Gemeinderat","","","","","","","",""
"01ffe4608f89f625a356e9d861e5f062b69485d5","MEMBERSHIP","entity:069c27c95d9dfdf90bbd5ffe72570a15f99b35b5","entity:ccb23a8a4336b116c37b8b1ac00b9d39a805a9bc","","2007-01-01","2007-01-01","","","Mitglied des Bundesrates","","","","","","","",""
"0226a05263b05a79e6033aea6bf36d10fd2b9eab","MEMBERSHIP","entity:5cd7ac196edfd11e7a85c55df151af4ee95fdf62","entity:0ef97ddc824392e56c9d62f32fc3bf491d95d041","","","2019-03-19","","","Schriftführer","","","","","","","",""
"023e655ca0ea791d898647c2e70d0dbcb4a84307","MEMBERSHIP","entity:1d5439a7265d5d6bb3510031936606fac5744983","entity:781948898f9854af512985deb92bfecf49851886","","","2020-07-06","","","Obfrau","","","","","","","",""
"02460a83848a0d84df7ab351b6a889287fa467cc","MEMBERSHIP","entity:eed0849e364064d91e8cf0e80617555230c82999","entity:fcac298b9e8e9f8493a04f283a8ffa42de67362d","","","2015-12-11","","","Unbeschränkt haftender Gesellschafter [432523p]","","","","","","","",""
"02482588829f7990502c2fef6ebe5e568f487a50","MEMBERSHIP","entity:ca0af14043624f3e15466aaa1ddbce5ece14b1a0","entity:17ae1f686cf23d969d893805c32778939887e8b0","","2021-12-17","2017-11-09","","","Abgeordneter zum Nationalrat","","","","","","","",""
"02485ed582fb806f77526c4d48d1a2368f4a9f8a","MEMBERSHIP","entity:f6311c1d51c86d3ec3c8b9438d0092cfcb4cfe96","entity:5d38b7bfd327efb5fc42d21d9445c04a46e7ed79","","","","","","EhrenpräsidentinNicht im Vereinsregister eingetragen.","","","","","","","",""
"024a96f9bfce8103508d07a167f93e78787bc30a","MEMBERSHIP","entity:a9571b6b6385b6de8588260cebd9407f042d31ce","entity:4c64f876a280c1b8db3fa4590dd683effd9409f4","","2017-01-01","2016-05-03","","","Vorstand - Beschließendes Mitglied","","","","","","","",""
"0269bbda0faf47aa64b2b9af65aec1249edd9ed7","MEMBERSHIP","entity:6d3ce2e2c4284204ce2ebe1c99785ff3c1004ffd","entity:3ee88165c67737e67e3ea87544af282668af8946","","","2016-09-10","","","Gesellschafter [455861i]","","","","","","","",""
"02895fa66023a365455a93967e6354b8c79ff8e8","MEMBERSHIP","entity:af5507e247aaf26713bcbfdf36574d291f211539","entity:1535924c3adf9789c95da78ede4405b4ec47a746","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/hans.scharfetter","",""
"029eaf003ac70a056588106fb01aa6e366bce923","MEMBERSHIP","entity:24e25c0035fc07a4a8103dbb584b0ccecd40881d","entity:fa77c81bb63e58dadbf3f741b22d25c81ec6e5ce","","","","","","Vorstand - Mitglied","","","","","","","",""
"02a29979e7138bc06315409d809d83e7753e0eb6","MEMBERSHIP","entity:d830832595169b2e97eccd0020fcf2b811d89e3f","entity:8e86c1a839b755c731acab1929a3766908d3b194","","","2020-10-02","","","weiteres Vorstandsmitglied","","","","","","","",""
"02a3cd22b3b2d435349e1af2607f2350d847a3ed","MEMBERSHIP","entity:f72a743cbce55f7881c7707d2aadf6f2ef2ddb7e","entity:769d858f3df90a899ef66647475128daa4a793f3","","","2021-03-12","","","Obfrau","","","","","","","",""
"02bd6241247c0429b50dbb7dd7c10eaea648eefb","MEMBERSHIP","entity:af5507e247aaf26713bcbfdf36574d291f211539","entity:85b03c40f7195fba0d8ea15114c2b7586da12e83","","","2018-03-03","","","Mitglied des Aufsichtsrates [059461v] Ehrenamtlich","","","","","","","",""
"02bfd9f6d47ea15abbd3295a5ba54ac6bb314f53","MEMBERSHIP","entity:2944daa9320d3198be2105105f8cd6995be5f704","entity:dcbdf7de5f9d5c1c5b9b4a796bb1c3e921f9d4dc","","","2017-02-16","","","Mitglied des Aufsichtsrates [066251d]","","","","","","","",""
"02d6d8bab58ccc7dba833901ae7e0d245233739f","MEMBERSHIP","entity:e2f2d6b539b79f5745c6ca3f010133fe7d933f75","entity:1535924c3adf9789c95da78ede4405b4ec47a746","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/simon.wallner","",""
"02dfa08290c693e086e2e53ae905836ae643d720","MEMBERSHIP","entity:48af7999ed21e450048598cf4fe033bd1c5218ce","entity:670ce08dc64448cc16bb732aa81550d8cd3da783","","","","","","Vorsitzender Stellvertreter","","","","","","","",""
"02e860a3a9a56b11e5a6224505eb25e7d8f011dd","MEMBERSHIP","entity:7dc96817cbea7a2e6c96fd61f77e279fe9a52aab","entity:929948eb7c265e116b1baa90657a1cef7910954d","","","2019-03-19","","","2. Vizepräsident","","","","","","","",""
"02eacffd15d1f3b2e94a6d7342615ad2a10b64ab","MEMBERSHIP","entity:28c0659768547d7384738cb0e65150a88e88d73c","entity:2011339b8507da4d26eaaa85548ace719ff98947","","","2019-03-29","","","Vorsitzende","","","","","","","",""
"0313188fc130b6f43594aa8f3bdc7851a50f7133","MEMBERSHIP","entity:d9583c5bdc2db13c3f3ecc2f887ec80f0add1a9e","entity:32172b76a3b5914741a73dcf2cdc10463493f020","","","2014-09-23","","","Vorstand - Mitglied","","","","","","","",""
"031ae48121fc9a489587803b9266fe45c7269147","MEMBERSHIP","entity:d2964fcdcd22f10c30d02aeeafd0cb9b3b25866e","entity:025eb20a0e950e0f2aadfb4e0ae0ad769dd0d1ae","","","2019-10-10","","","Obmann","","","","","","","",""
"0330dcd87738dbc5ec0febe04ece8a3c2c65ac5f","MEMBERSHIP","entity:e03fe07c8ed211b54310fc3c9de5b497a2dc6fa9","entity:004531549d8d3296774a7e42dbcf721f64abd69e","","","2013-11-29","","","Kassier Stellvertreter","","","","","","","",""
"033205b32483a0354cba569aca003577899616d3","MEMBERSHIP","entity:e995a1ffce5dbbaac862abd968e2048b9722102d","entity:57fe57aec105c8eb9505c8de2233fd9d121459ef","","","2015-01-01","","","Vorstandsmitglied [413387y]Scheint nicht im Firmenbuch auf.","","","","","","","",""
"033d13e9d06e7d97cd7bedc0152792321c735c88","MEMBERSHIP","entity:336cb924d379ee30851b1e64577b0bb6c04eae30","entity:acbc736806063ed08ca3f7c8a5ad93f2cc2e419b","","","","","","Obmann","","","","","","","",""
"0349914526d3b8a5c1778e9a9b17be8749817d3d","MEMBERSHIP","entity:e91ee97e5e74be32acf69dce1d2b423bb84e772c","entity:f67aa67d84d104f8c239a507e727043685245f6a","","1996-07-30","1995-11-03","","","Gesellschafter [118070h]","","","","","","","",""
"034e184eace57a8d51bb2ac9b57ce7b6f25ea2b7","MEMBERSHIP","entity:9574d6252ce356ed0badd13056b15d07e6df474e","entity:3f8f48f18c3bf67540469f4e51db073050fecb82","","2021-12-31","2019-10-21","","","Kuratoriumsmitglied","","","","","","","",""
"0355dd9b664792ac7b41bdc709ea7614fa922143","MEMBERSHIP","entity:af5507e247aaf26713bcbfdf36574d291f211539","entity:de95294fd4df4257b0743dc581c4e5f3dc5e9246","","2010-08-24","2010-07-31","","","Mitglied des Aufsichtsrates [057026m]","","","","","","","",""
"03568a6c4d97e0109540ac7856a34fee3ba03a25","MEMBERSHIP","entity:34ce98ca43af3257526b0e4e49edff64d3e0be57","entity:4262ebc868dc28c5e387c7072c9fe723f8594972","","","2020-05-14","","","Geschäftsführer [532543b]Früher: Goldschlagstraße 191 Wohnprojekt GmbH","","","","","","","",""
"0357d6358cfad295f6de9ba7af886edb64708136","MEMBERSHIP","entity:e6230a94872ee37882335eb4f965e257a81d69d4","entity:482aca6336c082aed7bb063efa0899d334a69560","","","2020-02-26","","","Vorstandsmitglied","","","","","","","",""
"03691ece6417e0bf20b82c545294defe80c442bc","MEMBERSHIP","entity:441b71dd9b54f9ffcd8ce12d6f5ba22f5adebf3a","entity:17ae1f686cf23d969d893805c32778939887e8b0","","","2019-10-23","","","Abgeordnete zum Nationalrat","","","","","","","",""
"036d5b239b417b01cf47d83042e18d99fff402ba","MEMBERSHIP","entity:7f3858999009a0453f51de42e94da7ed342c5176","entity:1da624e40eb4a65d98b50c302eb373959f38a1ef","","2016-02-02","2011-03-16","","","Vorsitzende Stellvertreter","","","","","","","",""
"036dfef707b6ac55b9286da60e86c6437bc03a38","MEMBERSHIP","entity:c681ff6fdf9c67600a2ffd23366addb255bbc3e0","entity:47bc6fbe5ac731545b48ac5c1c07688c6ce1f9ed","","","2018-11-17","","","Mitglied des Aufsichtsrates [102102a]","","","","","","","",""
"037018afd4b07ff75cc7156366d6ba33a4d76a77","MEMBERSHIP","entity:f78e312db935bdee8382f9fd3bc2ff75b72c8a86","entity:2968cab400eb090fdeef216a868902e8ede56b71","","","2019-01-24","","","Mitglied des Aufsichtsrates [501390p]Nicht im Firmenbuch vermerkt.","","","","","","","",""
"037d4cee72c8c2cdee393d759c1b4d3532f84158","MEMBERSHIP","entity:47e4872df9aa384c4874b14adae1a11d9748361f","entity:b2e9771abd0094d2f651394765e02a2e18c6587a","","","","","","Kassier","","","","","","","",""
"038924d5bb896e07af3cd61d8a094b20fa6a7459","MEMBERSHIP","entity:19805e24a170b491763834d17f7e28513139254c","entity:0ea24658f1aa5c2b573b1add79161a66b4ed9ffd","","2016-01-05","1997-04-29","","","Geschäftsführer [157355f]","","","","","","","",""
"038cca09d31d6a382d9b6c4cb0b50bbe1b4a482a","MEMBERSHIP","entity:3e3cf83487c11634c008257de0a1c2715d15b6ae","entity:a07fedefffcac07d4384e215a9745f81f0475ecc","","","2017-01-01","","","ObmannAuch aktiver Spieler im Verein","","","","","","","",""
"03a1cc4a49454dd9e416e5a0a27455f0d3ed305a","MEMBERSHIP","entity:377ac34c95ba5099a757cd51555aa3f618dca1b9","entity:4ebc6f6684788859620f9f799e9935e046b5f55f","","","2022-01-01","","","Vorsitzende","","","","","","","",""
"03ba6f4d46c0a4777f31bccdb6ce33b75f14b17c","MEMBERSHIP","entity:e91ee97e5e74be32acf69dce1d2b423bb84e772c","entity:7d73481c3a14671df7c9b3a1e7406eb26504dbdc","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/Johannes.Huebner","",""
"03c55bbc89f7ca46a3b01a92a28a77f7ab346c8c","MEMBERSHIP","entity:96c104d3224d51a1b633cfebe5c6d3bf0d385588","entity:008ff8ffe20c4a402411a606c7e72b9044ddd92f","","2011-07-12","2008-05-06","","","Kassier","","","","","","","",""
"03e13ef697997b1477aef862ac116aa73d34c57e","MEMBERSHIP","entity:789e682cddc9d5b9fc755dfe08e2b31ca2c214cd","entity:5b4687d38a8d8c768ec4e5b9b3651bc09d34bd60","","2009-06-24","2007-08-22","","","Obmann-Stellvertreter","","","","","","","",""
"03eea05fa46824cc55500378e280f2b1bf228465","MEMBERSHIP","entity:171cb1614578cfdfd3758dfd965eae133b0cc6be","entity:3267ca7c26aa18f67a0463657971959e284711b0","","","","","","Obmann Stellvertreter","","","","","","","",""
"040dfbff2425bbb5e3252bbe0e10f02f1c764118","MEMBERSHIP","entity:3dc7d89dee3e4d6ebfac7279a2c356feab495cc8","entity:07a107a9c16b1efb16e4db3c7029bf36542fee5d","","2012-10-18","2001-12-21","","","Prokurist [146876w]","","","","","","","",""
"0415f969def8492b168856bbd8cac7fbd6171004","MEMBERSHIP","entity:354eb0f92f65fca382eaf5a27122c3692336b2df","entity:ea684c09a1f73e03371294273edc90ae849d0208","","2008-07-23","2007-12-08","","","Geschäftsführer [302440s]","","","","","","","",""
"041875d82f03056473d36419b4875cb48928025e","MEMBERSHIP","entity:9574d6252ce356ed0badd13056b15d07e6df474e","entity:94bebc738a5d488406c8406e4dcc120056fe5e09","","2000-07-21","1994-08-10","","","Kommanditist [22224h]Bis 17.12.1994: Karl und Karin Haas Gesellschaft m.b.H. & Co. KG","","","","","","","",""
"041fa0c921548ddbc3e23112ff7ac5d9f727f9a8","MEMBERSHIP","entity:2045108bdefdb1db308463cfa2ae265dfa8bc11c","entity:7d73481c3a14671df7c9b3a1e7406eb26504dbdc","","","","","","","","","","","","https://www.meineabgeordneten.at/Abgeordnete/gudrun.kofler","",""
"0425937a2747272b3924f6f6a167953050177e85","MEMBERSHIP","entity:8bce5b6e6e6c0ea4077e511f565fc4ecd4af9cfa","entity:0ef99ceb9b7eb1008dfc0fb08297a33c468a95cc","","","2018-11-07","","","Vorsitzender Stellvertreter","","","","","","","",""
"0429f1ac3138082ad049ff0391a2962702de8778","MEMBERSHIP","entity:35cd9dd2a6be17736b586ec76ebb1a6ccbd3ea9d","entity:ce55a5b2ad9256f4e3ca1fae64e26e6f44bcb703","","2010-07-08","2001-04-25","","","Aufsichtsratsvorsitzender [152952f]","","","","","","","",""
"042d3d66b13d8ad91e135f4f39672049ccba704f","MEMBERSHIP","entity:f33ced27b20c3e4994629c5b4c492b4c3d5842b9","entity:88358d521dd62f851ca58088668c1f77a907f6e8","","","2022-05-24","","","Geschäftsführer [581790z]; Gesellschafter [581790z]","","","","","","","",""
"04362696e66d89294c8c664cdfc35ea22c1c2712","MEMBERSHIP","entity:2f7a17e9215fb82006fa289120d5eec958551eee","entity:c83e38663ee9a48846cb8f13ad400d790057be29","","","2019-05-21","","","Vorstandsvorsitzender [200113i] Ehrenamtlich.","","","","","","","",""
"045774e368c92a72a74ec7f52ccb44db23703b90","MEMBERSHIP","entity:e80918f3749753276e38bf28fd094ce9804c7d4b","entity:097b48257d027d2e94e5a827671270fb3fee97f2","","","","","","Kooptiertes Vorstandsmitglied","","","","","","","",""
"045b23f1372880bd217b33e7cc72749fc0f4e632","MEMBERSHIP","entity:47ffb4b2ec6bdd9a0f9438eed5c956e9f9d5e1b6","entity:e6f24da710e7f1096e873d69d75e59919d419120","","2013-04-13","2008-02-20","","","Geschäftsführer [275802t]","","","","","","","",""
